,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker
,Name,Tracker Nico,Tracker Nico,Tracker Nico,Tracker Nico,Tracker Nico,Tracker Nico,Tracker Nico,"Tracker Nico:Marker1","Tracker Nico:Marker1","Tracker Nico:Marker1","Tracker Nico:Marker2","Tracker Nico:Marker2","Tracker Nico:Marker2","Tracker Nico:Marker3","Tracker Nico:Marker3","Tracker Nico:Marker3","Tracker Nico:Marker4","Tracker Nico:Marker4","Tracker Nico:Marker4","Tracker Nico:Marker5","Tracker Nico:Marker5","Tracker Nico:Marker5"
,ID,"8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2466,20.550000,0.022825,-0.262069,-0.025292,-0.964448,137.338760,1047.984619,25.119951,146.655853,1074.714478,17.261202,149.597977,1041.206421,13.318270,150.695938,1053.045776,42.047798,111.429878,1054.833618,32.078800,128.314148,1016.122314,20.893679
2467,20.558333,0.023283,-0.261258,-0.024392,-0.964680,133.784088,1047.995483,27.180910,143.154251,1074.701294,19.303701,146.053940,1041.183960,15.409544,147.119080,1053.059082,44.125526,107.873177,1054.891724,34.085461,124.720009,1016.141052,22.980318
2468,20.566667,0.023742,-0.256479,-0.025654,-0.965918,130.077255,1047.856689,29.332405,139.448624,1074.589600,21.549042,142.481522,1041.080933,17.681896,143.230591,1052.956787,46.407558,104.080261,1054.678955,35.982224,121.145309,1015.977051,25.041302
2469,20.575000,0.023750,-0.255731,-0.025365,-0.966123,126.375137,1047.410400,31.356768,135.772797,1074.137451,23.584991,138.794022,1040.626587,19.726452,139.504440,1052.505493,48.451881,100.371391,1054.247070,37.965141,117.433060,1015.534851,27.055370
2470,20.583333,0.022802,-0.254697,-0.025545,-0.966415,122.639999,1046.721558,33.332695,132.056595,1073.463135,25.633820,135.082489,1039.959839,21.714886,135.734055,1051.781250,50.465340,96.623184,1053.547852,39.900280,113.703697,1014.855713,28.949148
2471,20.591667,0.022361,-0.253589,-0.025294,-0.966723,118.853966,1045.730835,35.224327,128.306152,1072.472046,27.568277,131.318436,1038.969849,23.629639,131.912186,1050.768188,52.390888,92.826790,1052.569336,41.737808,109.906273,1013.874512,30.795017
2472,20.600000,0.021884,-0.251764,-0.025644,-0.967201,115.116371,1044.511597,37.101028,124.583839,1071.266602,29.512753,127.627357,1037.770752,25.544741,128.107971,1049.534302,54.322300,89.061699,1051.329468,43.525642,106.201012,1012.656189,32.599716
2473,20.608333,0.022134,-0.247805,-0.025178,-0.968230,111.355644,1042.982788,38.943092,120.902695,1069.728149,31.420271,123.956635,1036.228394,27.493044,124.208748,1048.005249,56.268074,85.253609,1049.820923,45.150421,102.456566,1011.131165,34.383652
2474,20.616667,0.022345,-0.247536,-0.025531,-0.968285,107.641975,1041.214722,40.665798,117.171776,1067.965942,33.142323,120.254570,1034.467773,29.224087,120.481636,1046.251221,57.996670,81.531120,1048.033203,46.857430,98.770775,1009.355042,36.108486
2475,20.625000,0.020899,-0.245156,-0.025981,-0.968910,103.910484,1039.159424,42.363518,113.470085,1065.936523,34.971027,116.579742,1032.451782,30.961443,116.665184,1044.143677,59.772030,77.768440,1045.952393,48.450699,95.068985,1007.312439,37.662384
2476,20.633333,0.019533,-0.244763,-0.026235,-0.969031,100.265282,1036.938354,43.985661,109.834831,1063.734375,36.675182,112.941849,1030.260376,32.574234,113.007935,1041.871826,61.417477,74.119873,1043.718750,50.072498,91.421928,1005.105957,39.188919
2477,20.641667,0.019304,-0.243697,-0.025844,-0.969315,96.545631,1034.469971,45.499813,106.153877,1061.260376,38.219048,109.241714,1027.784912,34.114250,109.253937,1039.387085,62.961288,70.392578,1041.270508,51.531105,87.686066,1002.646667,40.673374
2478,20.650000,0.017259,-0.241568,-0.025620,-0.969892,92.926483,1031.857056,47.041058,102.602730,1058.662842,39.908752,105.662415,1025.199951,35.683727,105.566040,1036.686890,64.576622,66.756981,1038.669678,52.986683,84.044258,1000.065552,42.049511
2479,20.658333,0.016917,-0.240518,-0.025060,-0.970174,89.327118,1029.051025,48.413177,99.051804,1055.848267,41.314171,102.079529,1022.383362,37.080524,101.934441,1033.857422,65.978386,63.153149,1035.893188,54.304996,80.416687,997.272766,43.387806
2480,20.666667,0.015295,-0.240237,-0.023935,-0.970299,85.798103,1025.991699,49.686310,95.606079,1052.778442,42.663082,98.537132,1019.315979,38.343311,98.409668,1030.714600,67.271095,59.641174,1032.895874,55.581467,76.796501,994.253235,44.572586
2481,20.675000,0.014584,-0.238632,-0.024174,-0.970700,82.371758,1022.834656,50.930840,92.198456,1049.634033,43.982109,95.148796,1016.178833,39.618950,94.925087,1027.531616,68.564186,56.194641,1029.725586,56.751461,73.391823,991.102966,45.737492
2482,20.683333,0.013219,-0.236246,-0.023659,-0.971315,78.917068,1019.509338,52.110245,88.820557,1046.310181,45.277615,91.738441,1012.861633,40.843887,91.391747,1024.141357,69.816444,52.722965,1026.427734,57.820694,69.911659,987.805481,46.792572
2483,20.691667,0.012123,-0.233497,-0.023508,-0.971998,75.537804,1016.035706,53.180927,85.499977,1042.843872,46.463203,88.417160,1009.402771,41.972080,87.916382,1020.618896,70.967072,49.317329,1022.961853,58.759487,66.538170,984.350647,47.742779
2484,20.700000,0.010326,-0.233286,-0.023247,-0.972075,72.145744,1012.365234,54.189999,82.146423,1039.182495,47.566685,85.020302,1005.753052,42.963459,84.523918,1016.871582,71.996063,45.932552,1019.307861,59.782421,63.105537,980.710938,48.641361
2485,20.708333,0.008463,-0.231786,-0.024580,-0.972419,68.854836,1008.701111,55.148453,78.828339,1035.564087,48.670685,81.774063,1002.159729,43.931709,81.172401,1013.151855,73.010445,42.613163,1015.574097,60.693016,59.886250,977.055481,49.436405
2486,20.716667,0.007047,-0.230454,-0.023573,-0.972772,65.576881,1004.975464,56.046635,75.637810,1031.827393,49.659294,78.509315,998.426819,44.849377,77.857628,1009.351990,73.952271,39.338295,1011.903870,61.536572,56.541370,973.366943,50.235653
2487,20.725000,0.006001,-0.228924,-0.023090,-0.973152,62.305008,1001.240967,56.899178,72.423759,1028.090698,50.593941,75.262917,994.695129,45.729794,74.536186,1005.566223,74.851143,36.059311,1008.196350,62.320652,53.242878,969.656372,51.000355
2488,20.733333,0.004650,-0.227849,-0.022972,-0.973414,58.992313,997.423706,57.713615,69.147270,1024.281250,51.500736,71.968719,990.896179,46.554962,71.188469,1001.691345,75.703140,32.740883,1004.387146,63.096897,49.916245,965.862366,51.712337
2489,20.741667,0.003372,-0.227270,-0.022453,-0.973567,55.751511,993.678162,58.483166,65.956398,1020.533569,52.343182,68.730255,987.155396,47.324474,67.933838,997.885315,76.496300,29.505070,1000.671143,63.852333,46.632000,962.145142,52.399529
2490,20.750000,0.001108,-0.226469,-0.022055,-0.973768,52.509224,989.893005,59.215214,62.772041,1016.755798,53.205639,65.493523,983.394409,48.048893,64.671089,994.001282,77.264954,26.267117,996.910583,64.573555,43.342354,958.402771,52.983025
2491,20.758333,-0.000298,-0.224291,-0.021783,-0.974279,49.312489,986.100403,59.907333,59.633400,1012.967102,54.016003,62.338264,979.616577,48.780777,61.399426,990.145264,78.021614,23.055285,993.134644,65.168930,40.136078,954.638062,53.549332
2492,20.766667,-0.001930,-0.222253,-0.020325,-0.974775,46.173016,982.362793,60.543213,56.614555,1009.207458,54.764946,59.221245,975.861206,49.453426,58.199520,986.316833,78.717667,19.919741,989.477783,65.715057,36.910023,950.950439,54.064953
2493,20.775000,-0.003102,-0.219818,-0.021550,-0.975298,42.952579,978.601990,61.170860,53.372986,1005.482544,55.522667,56.067318,972.156738,50.126694,54.881981,982.524780,79.415955,16.661037,985.653748,66.233780,33.779583,947.191833,54.555202
2494,20.783333,-0.005125,-0.219515,-0.020422,-0.975382,39.898830,974.850708,61.764351,50.405411,1001.718262,56.214817,52.999523,968.403137,50.704872,51.830463,978.673340,80.029236,13.626516,981.966309,66.837746,30.632261,943.492249,55.035084
2495,20.791667,-0.007171,-0.219296,-0.020369,-0.975419,36.827969,971.106140,62.254383,47.363541,997.984924,56.815472,49.926174,964.689453,51.174034,48.756836,974.844116,80.538589,10.560978,978.227905,67.346642,27.532328,939.783936,55.397175
2496,20.800000,-0.008185,-0.218975,-0.019319,-0.975505,33.611362,967.423035,62.796967,44.217411,994.283691,57.405556,46.700233,960.990540,51.714748,45.538387,971.103210,81.094078,7.359162,974.602722,67.884201,24.241625,936.134766,55.886227
2497,20.808333,-0.009303,-0.215135,-0.018171,-0.976371,30.453423,963.728027,63.357197,41.176949,990.568237,58.097752,43.610291,957.278442,52.365795,42.247467,967.341431,81.753555,4.182622,970.972839,68.252403,21.049799,932.478882,56.316471
2498,20.816667,-0.009294,-0.213942,-0.019531,-0.976607,27.298931,960.118347,63.889542,37.964733,986.989868,58.672672,40.499664,953.710083,52.926613,39.038223,963.751465,82.317009,0.997227,967.291199,68.724541,17.994822,928.848938,56.806854
2499,20.825000,-0.010027,-0.210701,-0.019060,-0.977313,24.189135,956.558594,64.339531,34.924500,983.422852,59.229309,37.453434,950.147522,53.455265,35.811405,960.151489,82.848877,-2.134414,963.759766,69.010666,14.890762,925.311035,57.153534
2500,20.833333,-0.011585,-0.211259,-0.017641,-0.977202,21.081541,952.981812,64.769707,31.902353,979.821655,59.711506,34.310566,946.552002,53.853611,32.738605,956.490051,83.273415,-5.211534,960.261475,69.490654,11.667723,921.783752,57.519333
2501,20.841667,-0.014672,-0.213299,-0.017363,-0.976723,18.161972,949.407471,65.113152,29.009104,976.257263,60.165524,31.332380,943.018311,54.102695,29.904764,952.786560,83.586662,-8.097453,956.705811,69.989891,8.661078,918.269104,57.720947
2502,20.850000,-0.015001,-0.209083,-0.017381,-0.977628,15.021463,946.004272,65.546768,25.917734,972.855042,60.713417,28.284534,939.620056,54.645203,26.605629,949.366028,84.123306,-11.277087,953.305847,70.202850,5.576525,914.874146,58.049038
2503,20.858333,-0.017020,-0.210122,-0.017564,-0.977369,12.121078,942.508484,65.854118,23.018766,969.373474,61.104034,25.357216,936.161987,54.897919,23.747656,945.790894,84.418343,-14.163859,949.802979,70.597305,2.645617,911.412720,58.252960
2504,20.866667,-0.018348,-0.209560,-0.017408,-0.977469,9.114675,939.188843,66.152748,20.041265,966.056152,61.482975,22.357128,932.858582,55.194813,20.723925,942.413696,84.737907,-17.168961,946.494507,70.885941,-0.379974,908.120972,58.462097
2505,20.875000,-0.020241,-0.207831,-0.017208,-0.977804,6.049110,935.827026,66.568375,17.025423,962.697449,62.034840,19.321337,929.520203,55.632980,17.598211,938.968994,85.205116,-20.241516,943.148621,71.237747,-3.457899,904.799561,58.731167
2506,20.883333,-0.020737,-0.206472,-0.016073,-0.978101,3.030369,932.503662,66.923653,14.085847,959.349060,62.434368,16.316528,926.169556,56.020985,14.536554,935.606995,85.593384,-23.254534,939.888245,71.525505,-6.532536,901.504150,59.044010
2507,20.891667,-0.022273,-0.206437,-0.015402,-0.978085,0.045459,929.284973,67.262192,11.153162,956.120972,62.845997,13.319136,922.954773,56.342056,11.557879,932.315002,85.940140,-26.224964,936.708191,71.884621,-9.577905,898.325806,59.298138
2508,20.900000,-0.024142,-0.204512,-0.014548,-0.978458,-2.967604,926.049744,67.572800,8.224860,952.871948,63.289017,10.331692,919.722290,56.682289,8.480879,928.987976,86.304626,-29.236637,933.524353,72.119705,-12.638805,895.141968,59.468353
2509,20.908333,-0.024021,-0.203395,-0.014257,-0.978698,-6.023759,922.957153,67.861076,5.193958,949.771484,63.593761,7.296589,916.618408,57.002941,5.383817,925.895081,86.617889,-32.298721,930.448486,72.345749,-15.694425,892.052246,59.745007
2510,20.916667,-0.026111,-0.201427,-0.013511,-0.979062,-9.053011,919.891418,68.130066,2.245889,946.694519,64.009315,4.294375,913.561890,57.299763,2.288188,922.729980,86.942360,-35.327183,927.429199,72.540894,-18.766314,889.041260,59.857986
2511,20.925000,-0.026416,-0.198446,-0.013176,-0.979667,-11.796472,916.930725,68.434593,-0.447426,943.725159,64.396133,1.610250,910.594055,57.682060,-0.566722,919.748901,87.316673,-38.089710,924.491272,72.690125,-21.488737,886.094055,60.087971
2512,20.933333,-0.028859,-0.201207,-0.012016,-0.979050,-14.445789,914.143494,68.613739,-3.037424,940.920044,64.624268,-1.121057,907.811951,57.756783,-3.098518,916.846069,87.442375,-40.690502,921.766357,73.053673,-24.281443,883.372864,60.191574
2513,20.941667,-0.029321,-0.196485,-0.011037,-0.980006,-16.983221,911.460571,68.863762,-5.473122,938.211914,64.999123,-3.570453,905.103088,58.131058,-5.810118,914.125427,87.801628,-43.250866,919.143921,73.056938,-26.811533,880.718262,60.330051
2514,20.950000,-0.029759,-0.195820,-0.010711,-0.980130,-19.197536,909.006042,69.011086,-7.659517,935.750427,65.181442,-5.775998,902.645081,58.291451,-8.047254,911.647400,87.965683,-45.464149,916.708679,73.175156,-29.040760,878.278503,60.441673
2515,20.958333,-0.031038,-0.196530,-0.009559,-0.979960,-21.296276,906.720093,69.122093,-9.691639,933.440857,65.329262,-7.908722,900.344727,58.368542,-10.109436,909.292297,88.064659,-47.535378,914.485474,73.342865,-31.236198,876.036987,60.505100
2516,20.966667,-0.031551,-0.196197,-0.008135,-0.980023,-23.115271,904.630859,69.225586,-11.427963,931.318237,65.451462,-9.740755,898.219971,58.476921,-11.931712,907.160828,88.175774,-49.333302,912.473328,73.434669,-33.142616,873.981689,60.589081
2517,20.975000,-0.032298,-0.195205,-0.006398,-0.980210,-24.752312,902.747192,69.229301,-12.957541,929.393372,65.498474,-11.381633,896.294495,58.500938,-13.595310,905.220215,88.202644,-50.948586,910.684998,73.394897,-34.878483,872.142822,60.549545
2518,20.983333,-0.033100,-0.195458,-0.004967,-0.980141,-26.206583,901.009827,69.265755,-14.331517,927.622986,65.554535,-12.862690,894.526489,58.522461,-15.030118,903.428894,88.234596,-52.375504,909.024597,73.455826,-36.433086,870.445801,60.561329
2519,20.991667,-0.034302,-0.196385,-0.002557,-0.979923,-27.475428,899.446655,69.212921,-15.471678,926.003845,65.514671,-14.187245,892.910339,58.432781,-16.247459,901.781372,88.161903,-53.594143,907.589539,73.468674,-37.876614,868.947937,60.486561
2520,21.000000,-0.034458,-0.195116,-0.002416,-0.980172,-28.469975,898.174805,69.173798,-16.445427,924.727783,65.512833,-15.156881,891.635437,58.426315,-17.289814,900.500244,88.152168,-54.596081,906.327820,73.364273,-38.861668,867.682617,60.413368
2521,21.008333,-0.033790,-0.195546,0.000704,-0.980112,-29.307928,897.045166,69.103043,-17.132898,923.518311,65.362091,-16.044821,890.401245,58.357876,-18.093817,899.353271,88.063492,-55.381542,905.360901,73.300865,-39.886555,866.592041,60.430851
2522,21.016667,-0.034671,-0.195847,0.001395,-0.980020,-29.812704,896.171997,68.967957,-17.595795,922.630066,65.257515,-16.567965,889.521484,58.204174,-18.582035,898.433533,87.924210,-55.869518,904.525208,73.195465,-40.448212,865.749390,60.258381
2523,21.025000,-0.034326,-0.197622,0.002365,-0.979674,-30.056005,895.592285,68.872116,-17.809395,922.026367,65.089516,-16.861942,888.908997,58.066498,-18.751900,897.854675,87.784576,-56.083309,903.992737,73.186920,-40.773479,865.178284,60.233051
2524,21.033333,-0.033163,-0.196559,0.006190,-0.979911,-30.033703,895.287476,68.652924,-17.592308,921.619324,64.793282,-16.867043,888.469421,57.898186,-18.749643,897.541748,87.578308,-56.008747,903.888977,72.885704,-40.950768,864.917603,60.109089
2525,21.041667,-0.032818,-0.196759,0.008110,-0.979869,-29.732895,895.105896,68.428360,-17.198507,921.387085,64.524490,-16.596806,888.224976,57.676285,-18.430490,897.346313,87.344452,-55.674377,903.807312,72.662834,-40.764294,864.763550,59.933723
2526,21.050000,-0.032333,-0.197342,0.009959,-0.979751,-29.344057,894.921692,68.239044,-16.725677,921.153687,64.274986,-16.245611,887.978394,57.481163,-18.009146,897.155090,87.136505,-55.250244,903.718262,72.493149,-40.489613,864.602966,59.809380
2527,21.058333,-0.032057,-0.199155,0.012725,-0.979361,-28.811205,894.542725,67.960449,-16.072147,920.702454,63.905880,-15.791047,887.514526,57.162727,-17.391306,896.746643,86.810150,-54.654530,903.480591,72.301315,-40.147003,864.269287,59.622154
2528,21.066667,-0.032090,-0.200807,0.013853,-0.979007,-28.360922,893.917053,67.599609,-15.580352,920.048279,63.492687,-15.393042,886.857727,56.759338,-16.871429,896.102539,86.409103,-54.170071,902.911194,72.026657,-39.789722,863.665161,59.310238
2529,21.075000,-0.033657,-0.200620,0.013687,-0.978995,-27.896173,893.102356,67.255730,-15.105662,919.242249,63.235924,-14.926007,886.072937,56.398800,-16.413826,895.225342,86.076752,-53.704330,902.090759,71.700188,-39.331047,862.880188,58.866959
2530,21.083333,-0.033349,-0.201379,0.015214,-0.978827,-27.432451,892.141418,66.898178,-14.575014,918.240356,62.826126,-14.500259,885.062561,56.028038,-15.912824,894.254211,85.697548,-53.207726,901.207886,71.374878,-38.966442,861.941772,58.564266
2531,21.091667,-0.032952,-0.200496,0.016627,-0.978999,-27.059378,891.037842,66.536629,-14.125690,917.096863,62.450275,-14.127713,883.909607,55.698200,-15.565949,893.146118,85.352539,-52.817970,900.178894,70.957138,-38.659573,860.857361,58.224960
2532,21.100000,-0.034113,-0.200948,0.017205,-0.978857,-26.776590,889.723450,66.168716,-13.805773,915.770508,62.123970,-13.866353,882.597351,55.303406,-15.262175,891.774841,84.978088,-52.516594,898.895935,70.632393,-38.432053,859.578552,57.805717
2533,21.108333,-0.034938,-0.202768,0.017732,-0.978443,-26.692453,888.351624,65.878883,-13.704103,914.388489,61.824562,-13.831874,881.225586,54.954765,-15.105271,890.360352,84.648117,-52.404049,897.549561,70.452431,-38.416977,858.233887,57.514519
2534,21.116667,-0.036013,-0.202459,0.018908,-0.978446,-26.675823,887.005737,65.623001,-13.613461,913.013184,61.618019,-13.828769,879.861938,54.694588,-15.093750,888.952271,84.401947,-52.364552,896.267151,70.196991,-38.478600,856.933960,57.203434
2535,21.125000,-0.035845,-0.204122,0.020334,-0.978078,-26.687429,885.684387,65.334564,-13.571220,911.654236,61.262371,-13.897605,878.498047,54.366959,-15.034363,887.615784,84.071098,-52.335594,895.016724,69.991173,-38.598373,855.636780,56.981197
2536,21.133333,-0.036412,-0.203652,0.022393,-0.978110,-26.849834,884.368652,65.112518,-13.619024,910.283020,61.057423,-14.082075,877.130249,54.153469,-15.203774,886.245422,83.858963,-52.461487,893.809875,69.750687,-38.882813,854.374512,56.742012
2537,21.141667,-0.037843,-0.202916,0.023225,-0.978189,-26.990179,883.143494,64.945000,-13.694864,909.037537,60.972164,-14.222639,875.902710,53.987251,-15.367611,884.948547,83.713058,-52.587257,892.631409,69.568336,-39.078537,853.196960,56.484161
2538,21.150000,-0.037355,-0.203038,0.025689,-0.978121,-27.127449,881.894958,64.719589,-13.714683,907.719604,60.690159,-14.398714,874.574036,53.769928,-15.487670,883.682800,83.478630,-52.678249,891.509827,69.336517,-39.357937,851.988220,56.322685
2539,21.158333,-0.037566,-0.203099,0.027091,-0.978062,-27.379793,880.641541,64.516647,-13.895007,906.427551,60.480179,-14.674422,873.283020,53.565060,-15.730543,882.399231,83.272652,-52.902199,890.329346,69.138214,-39.696808,850.768188,56.127117
2540,21.166667,-0.039832,-0.204830,0.031812,-0.977469,-27.683174,879.408264,64.317108,-13.955233,905.068115,60.296379,-15.094700,871.951721,53.297058,-15.944784,880.998596,83.032425,-53.088844,889.339722,69.062973,-40.332325,849.682800,55.896687
2541,21.175000,-0.039304,-0.204365,0.033227,-0.977541,-28.133310,878.385254,64.143112,-14.335980,904.002991,60.091053,-15.555425,870.878113,53.145363,-16.405647,879.976135,82.865112,-53.516994,888.390076,68.852425,-40.852516,848.678711,55.761589
2542,21.183333,-0.039017,-0.203444,0.037089,-0.977606,-28.550274,877.686768,64.074326,-14.555053,903.191223,59.986805,-16.012634,870.061157,53.112152,-16.839035,879.231018,82.810493,-53.865189,887.892090,68.723206,-41.479485,848.057983,55.738930
2543,21.191667,-0.039252,-0.203905,0.040325,-0.977372,-29.027929,877.230835,64.113647,-14.874763,902.641907,59.988281,-16.552910,869.516296,53.142246,-17.283916,878.715088,82.834152,-54.271225,887.601807,68.785393,-42.156849,847.678772,55.818142
2544,21.200000,-0.039491,-0.204771,0.043283,-0.977055,-29.487728,876.908020,64.116859,-15.194913,902.233337,59.946217,-17.080311,869.113831,53.125145,-17.697163,878.335632,82.812485,-54.660507,887.429138,68.833145,-42.805771,847.427856,55.867268
2545,21.208333,-0.039070,-0.205596,0.045369,-0.976804,-29.805035,876.879944,64.055092,-15.422633,902.143250,59.816849,-17.448914,869.020508,53.052059,-17.973175,878.291626,82.725830,-54.927914,887.505676,68.802818,-43.252556,847.438416,55.877884
2546,21.216667,-0.038244,-0.204822,0.046734,-0.976935,-30.085918,877.247009,64.151421,-15.637648,902.466553,59.876205,-17.733322,869.333496,53.183289,-18.276556,878.672791,82.835335,-55.189999,887.943054,68.840317,-43.592079,847.819153,56.021938
